"id","appId","displayName","publisherName"
"31dcc275-e9f9-4e4e-8514-7391383cfc5d","c115998b-3d59-49b4-b55b-042a9ba1dbfe","Azure Digital Twins Authorization PDP","Microsoft Services"
"324f4fd9-a057-423b-bd60-c9b5bfa0afde","213f5f78-fb30-46c7-9e98-91c720a1c026","AzureDataCatalog","Microsoft Services"
"325cbae8-d673-4150-92b9-c3591a1bd1b9","1c2909a7-6432-4263-a70d-929a3c1f9ee5","Common Data Service License Management","Microsoft Services"
"331eb7a7-8492-4235-bb8b-f91987da893e","0b9ae698-bb35-4f49-8cf3-cc64850b135c","PROD-AzureSearchServerlessRPaaS","Microsoft Services"
"346788f1-f950-4fd0-9f98-6bb19ce11377","6a7c25cc-5ce9-430b-aa4c-e7c54c1b7a03","GSA-Internettrafficforwardingprofile","nonprodborges.com"
"34f3cf86-450e-470d-a00b-e7de14ace4a5","00000003-0000-0000-c000-000000000000","Microsoft Graph","Microsoft Services"
"3505e63d-6ead-4cae-97c6-ea71aaf91491","91bb937c-29c2-4275-982f-9465f0caf03d","Microsoft.Relay","Microsoft Services"
"354dcd65-3b23-474b-89c4-628e4fd47769","64b12d6e-6549-484c-8cc6-6281839ba394","KCS-UserRP","Microsoft Services"
"358155c4-577e-4adc-8b3a-32b547cfc469","00000008-0000-0000-c000-000000000000","Microsoft.Azure.DataMarket","Microsoft Services"
"3601671c-6f8a-4baa-b50e-f7077eb1be47","5771b6e6-1c79-4c0f-940f-9d6412d465de","Health Bot Portal V4","Microsoft Services"
"364a33e5-82d3-40eb-a3b2-bbee88649bbc","ecafc2d9-cf1a-49a7-b60f-e44e34a988d2","Azure CosmosDB for PostgreSQL Microsoft EntraId","Microsoft Services"
